TERM_SOURCE_ID	CATEGORY_LEVEL_1	CATEGORY_LEVEL_2	CATEGORY_LEVEL_3	CATEGORY_LEVEL_4
MONDO_0014036	biomaterial characteristic	clinical history	diagnosis	AD/ADRD or neuropathology
MONDO_0014231	biomaterial characteristic	clinical history	diagnosis	AD/ADRD or neuropathology
MONDO_0014233	biomaterial characteristic	clinical history	diagnosis	AD/ADRD or neuropathology
MONDO_0014241	biomaterial characteristic	clinical history	diagnosis	cancer or tumor
MONDO_0014265	biomaterial characteristic	clinical history	diagnosis	AD/ADRD or neuropathology
MONDO_0014316	biomaterial characteristic	clinical history	diagnosis	AD/ADRD or neuropathology
MONDO_0014604	biomaterial characteristic	clinical history	diagnosis	AD/ADRD or neuropathology
MONDO_0014742	biomaterial characteristic	clinical history	diagnosis	AD/ADRD or neuropathology
MONDO_0014796	biomaterial characteristic	clinical history	diagnosis	AD/ADRD or neuropathology
MONDO_0015140	biomaterial characteristic	clinical history	diagnosis	AD/ADRD or neuropathology
MONDO_0015164	biomaterial characteristic	clinical history	diagnosis	cancer or tumor
MONDO_0015165	biomaterial characteristic	clinical history	diagnosis	cancer or tumor
MONDO_0015166	biomaterial characteristic	clinical history	diagnosis	cancer or tumor
MONDO_0015561	biomaterial characteristic	clinical history	diagnosis	cancer or tumor
MONDO_0015608	biomaterial characteristic	clinical history	diagnosis	cancer or tumor
MONDO_0015667	biomaterial characteristic	clinical history	diagnosis	cancer or tumor
MONDO_0017279	biomaterial characteristic	clinical history	diagnosis	AD/ADRD or neuropathology
MONDO_0017600	biomaterial characteristic	clinical history	diagnosis	cancer or tumor
MONDO_0017809	biomaterial characteristic	clinical history	diagnosis	AD/ADRD or neuropathology
MONDO_0017858	biomaterial characteristic	clinical history	diagnosis	cancer or tumor
MONDO_0017893	biomaterial characteristic	clinical history	diagnosis	cancer or tumor
MONDO_0017894	biomaterial characteristic	clinical history	diagnosis	cancer or tumor
MONDO_0018004	biomaterial characteristic	clinical history	diagnosis	cancer or tumor
MONDO_0018256	biomaterial characteristic	clinical history	diagnosis	cancer or tumor
MONDO_0018433	biomaterial characteristic	clinical history	diagnosis	cancer or tumor
MONDO_0018434	biomaterial characteristic	clinical history	diagnosis	cancer or tumor
MONDO_0018435	biomaterial characteristic	clinical history	diagnosis	cancer or tumor
MONDO_0018436	biomaterial characteristic	clinical history	diagnosis	cancer or tumor
MONDO_0018437	biomaterial characteristic	clinical history	diagnosis	cancer or tumor
MONDO_0018466	biomaterial characteristic	clinical history	diagnosis	AD/ADRD or neuropathology
MONDO_0018689	biomaterial characteristic	clinical history	diagnosis	cancer or tumor
MONDO_0018871	biomaterial characteristic	clinical history	diagnosis	cancer or tumor
MONDO_0018872	biomaterial characteristic	clinical history	diagnosis	cancer or tumor
MONDO_0018874	biomaterial characteristic	clinical history	diagnosis	cancer or tumor
MONDO_0018935	biomaterial characteristic	clinical history	diagnosis	cancer or tumor
MONDO_0019451	biomaterial characteristic	clinical history	diagnosis	cancer or tumor
MONDO_0019455	biomaterial characteristic	clinical history	diagnosis	cancer or tumor
MONDO_0019456	biomaterial characteristic	clinical history	diagnosis	cancer or tumor
MONDO_0019457	biomaterial characteristic	clinical history	diagnosis	cancer or tumor
MONDO_0019458	biomaterial characteristic	clinical history	diagnosis	cancer or tumor
MONDO_0019460	biomaterial characteristic	clinical history	diagnosis	cancer or tumor
MONDO_0019461	biomaterial characteristic	clinical history	diagnosis	cancer or tumor
MONDO_0019468	biomaterial characteristic	clinical history	diagnosis	cancer or tumor
MONDO_0019469	biomaterial characteristic	clinical history	diagnosis	cancer or tumor
MONDO_0019470	biomaterial characteristic	clinical history	diagnosis	cancer or tumor
MONDO_0019471	biomaterial characteristic	clinical history	diagnosis	cancer or tumor
MONDO_0020078	biomaterial characteristic	clinical history	diagnosis	cancer or tumor
MONDO_0020311	biomaterial characteristic	clinical history	diagnosis	cancer or tumor
MONDO_0020316	biomaterial characteristic	clinical history	diagnosis	cancer or tumor
MONDO_0020317	biomaterial characteristic	clinical history	diagnosis	cancer or tumor
MONDO_0020320	biomaterial characteristic	clinical history	diagnosis	cancer or tumor
MONDO_0020321	biomaterial characteristic	clinical history	diagnosis	cancer or tumor
MONDO_0020322	biomaterial characteristic	clinical history	diagnosis	cancer or tumor
MONDO_0020334	biomaterial characteristic	clinical history	diagnosis	cancer or tumor
MONDO_0020511	biomaterial characteristic	clinical history	diagnosis	cancer or tumor
MONDO_0020512	biomaterial characteristic	clinical history	diagnosis	cancer or tumor
MONDO_0020526	biomaterial characteristic	clinical history	diagnosis	cancer or tumor
MONDO_0020743	biomaterial characteristic	clinical history	diagnosis	cancer or tumor
MONDO_0021367	biomaterial characteristic	clinical history	diagnosis	cancer or tumor
MONDO_0024685	biomaterial characteristic	clinical history	diagnosis	cancer or tumor
MONDO_0025488	biomaterial characteristic	clinical history	diagnosis	cancer or tumor
MONDO_0025489	biomaterial characteristic	clinical history	diagnosis	cancer or tumor
MONDO_0035112	biomaterial characteristic	clinical history	diagnosis	cancer or tumor
MONDO_0044923	biomaterial characteristic	clinical history	diagnosis	cancer or tumor
MONDO_0100087	biomaterial characteristic	clinical history	diagnosis	AD/ADRD or neuropathology
MONDO_0100088	biomaterial characteristic	clinical history	diagnosis	AD/ADRD or neuropathology
MONDO_0100291	biomaterial characteristic	clinical history	diagnosis	cancer or tumor
NO_0000003	sequence feature annotation			
NO_0000004	sequence feature annotation			
NO_0000005	sequence feature annotation			
NO_0000006	sequence feature annotation			
NO_0000007	sequence feature annotation			
NO_0000008	sequence feature annotation			
NO_0000009	sequence feature annotation			
NO_0000010	computing methods	algorithm		
NO_0000011	biomaterial characteristic	clinical history	diagnostic factor	
NO_0000012	computing methods	algorithm		
NO_0000013	computing methods	covariate specification		
NO_0000014	biomaterial characteristic	clinical history	diagnosis	AD/ADRD or neuropathology
NO_0000015	biomaterial characteristic	clinical history	diagnosis	AD/ADRD or neuropathology
NO_0000016	biomaterial characteristic	clinical history	diagnosis	AD/ADRD or neuropathology
NO_0000017	biomaterial characteristic	clinical history	diagnosis	AD/ADRD or neuropathology
NO_0000018	biomaterial characteristic	clinical history	diagnosis	AD/ADRD or neuropathology
NO_0000019	biomaterial characteristic	clinical history	diagnosis	AD/ADRD or neuropathology
NO_0000020	biomaterial characteristic	clinical history	diagnosis	AD/ADRD or neuropathology
NO_0000021	biomaterial characteristic	clinical history	diagnosis	AD/ADRD or neuropathology
NO_0000022	biomaterial characteristic	clinical history	diagnosis	AD/ADRD or neuropathology
NO_0000023	biomaterial characteristic	clinical history	diagnosis	AD/ADRD or neuropathology
NO_0000024	biomaterial characteristic	clinical history	diagnosis	AD/ADRD or neuropathology
NO_0000025	biomaterial characteristic	clinical history	diagnosis	AD/ADRD or neuropathology
NO_0000026	biomaterial characteristic	clinical history	diagnosis	AD/ADRD or neuropathology
NO_0000033	biomaterial characteristic	specimen type	cell	
NO_0000034	biomaterial characteristic	specimen type	cell	
NO_0000035	biomaterial characteristic	specimen type	cell	
NO_0000036	biomaterial characteristic	specimen type	cell line	
NO_0000037	clinical history	clinical history		
NO_0000047	biomaterial characteristic	ancestry		
NO_0000048	biomaterial characteristic	ancestry		
NO_0000058	chemical entity			
NO_0000059	biomaterial characteristic	genotype		
NO_0000060	biomaterial characteristic	genotype		
NO_0000063	biomaterial characteristic	ancestry		
NO_0000064	biomaterial characteristic	ancestry		
OBCS_0000040	computing methods	covariate specification		
OBI_0000115	study design	intervention design		
OBI_0000634	assay	epigenetic modification assay		
OBI_0000693	assay	epigenetic modification assay		
OBI_0000695	assay	sequencing assay	DNA sequencing assay	
OBI_0000697	assay	sequencing assay	DNA sequencing assay	
OBI_0000706	assay	sequencing assay	DNA sequencing assay	
OBI_0000723	assay	sequencing assay	DNA sequencing assay	
OBI_0000724	assay	sequencing assay	DNA sequencing assay	
OBI_0000730	assay	sequencing assay	DNA sequencing assay	
OBI_0000734	assay	sequencing assay	DNA sequencing assay	
OBI_0000748	assay	sequencing assay	DNA sequencing assay	
OBI_0000951	study design	compound treatment design		
OBI_0000985	study design	intervention design		
OBI_0001162	study design			
OBI_0001166	study design			
OBI_0001195	study design			
OBI_0001197	study design			
OBI_0001199	study design			
OBI_0001200	study design	genotyping design		
OBI_0001202	study design			
OBI_0001205	study design			
OBI_0001211	study design			
OBI_0001214	study design			
OBI_0001226	study design			
OBI_0001235	assay	transcription profiling assay		
OBI_0001239	study design			
OBI_0001252	study design			
OBI_0001258	study design			
OBI_0001259	study design			
OBI_0001266	assay	epigenetic modification assay		
OBI_0001278	study design			
OBI_0001285	study design			
OBI_0001286	study design			
OBI_0001290	study design			
OBI_0001293	study design			
OBI_0001306	study design			
OBI_0001310	study design			
OBI_0001313	study design			
OBI_0001323	study design			
OBI_0001328	study design			
OBI_0001329	study design			
OBI_0001332	assay	epigenetic modification assay		
OBI_0001335	assay	transcription profiling assay		
OBI_0001336	study design			
OBI_0001337	study design			
OBI_0001358	study design			
OBI_0001361	assay	transcription profiling assay		
OBI_0001365	study design			
OBI_0001374	study design			
OBI_0001377	study design			
OBI_0001387	study design			
OBI_0001396	study design	intervention design		
OBI_0001401	study design			
OBI_0001403	study design	protein binding site identification design		
OBI_0001408	study design			
OBI_0001409	study design			
OBI_0001410	study design			
OBI_0001411	study design			
OBI_0001417	study design	protein binding site identification design		
OBI_0001422	study design			
OBI_0001425	study design	protein binding site identification design		
OBI_0001426	study design			
OBI_0001427	study design	transcription profiling design		
OBI_0001429	study design			
OBI_0001430	study design	transcription profiling design		
OBI_0001432	study design	study design		
OBI_0001435	study design			
OBI_0001440	study design			
OBI_0001441	study design			
OBI_0001444	study design			
OBI_0001448	study design			
OBI_0001454	study design			
OBI_0001460	study design			
OBI_0001463	assay	transcription profiling assay		
OBI_0001464	study design			
OBI_0001522	computing methods	assembly	sequence assembly algorithm	
OBI_0001625	computing methods	annotation	sequence annotation algorithm	
OBI_0001673	assay	transcription profiling assay		
OBI_0001674	assay	transcription profiling assay		
OBI_0001685	assay	epigenetic modification assay		
OBI_0001849	assay	sequencing assay	DNA sequencing assay	
OBI_0001850	assay	transcription profiling assay		
OBI_0001853	assay	sequencing assay	DNA sequencing assay	
OBI_0001859	assay	sequencing assay	DNA sequencing assay	
OBI_0001861	assay	sequencing assay	DNA sequencing assay	
OBI_0001862	assay	epigenetic modification assay		
OBI_0001863	assay	epigenetic modification assay		
OBI_0001864	assay	transcription profiling assay		
OBI_0001919	assay	sequencing assay	DNA sequencing assay	
OBI_0001922	assay	transcription profiling assay		
OBI_0001924	assay	sequencing assay	DNA sequencing assay	
OBI_0001957	study design			
OBI_0001958	study design			
OBI_0001965	study design			
OBI_0002014	assay	epigenetic modification assay		
OBI_0002015	assay	transcription profiling assay		
OBI_0002016	assay	epigenetic modification assay		
OBI_0002017	assay	epigenetic modification assay		
OBI_0002029	assay	transcription profiling assay		
OBI_0002033	assay	sequencing assay	RNA sequencing assay	
OBI_0002034	assay	sequencing assay	RNA sequencing assay	
OBI_0002038	assay	sequencing assay	RNA sequencing assay	
OBI_0002041	assay	sequencing assay	RNA sequencing assay	
OBI_0002042	assay	sequencing assay	DNA sequencing assay	
OBI_0002044	assay	sequencing assay	RNA sequencing assay	
OBI_0002045	assay	sequencing assay	RNA sequencing assay	
OBI_0002086	assay	epigenetic modification assay		
OBI_0002094	assay	epigenetic modification assay		
OBI_0002112	assay	sequencing assay	RNA sequencing assay	
OBI_0002113	assay	sequencing assay	RNA sequencing assay	
OBI_0002114	assay	sequencing assay	RNA sequencing assay	
OBI_0002117	assay	sequencing assay	DNA sequencing assay	
OBI_0002118	assay	sequencing assay	DNA sequencing assay	
OBI_0002142	assay	transcription profiling assay		
OBI_0002143	assay	sequencing assay	RNA sequencing assay	
OBI_0002144	assay	sequencing assay	DNA sequencing assay	
OBI_0002445	assay	transcription profiling assay		
OBI_0002446	study design			
OBI_0002457	assay	sequencing assay	RNA sequencing assay	
OBI_0002466	computing methods	alignment		
OBI_0002468	computing methods	base calling		
OBI_0002478	computing methods	alignment		
OBI_0002484	computing methods	alignment		
OBI_0002486	computing methods	alignment		
OBI_0002571	assay	sequencing assay	RNA sequencing assay	
OBI_0002572	assay	sequencing assay	RNA sequencing assay	
OBI_0002575	assay	sequencing assay	RNA sequencing assay	
OBI_0002590	study design	molecular interaction identification design		
OBI_0002591	study design	molecular interaction identification design		
OBI_0002592	study design	molecular interaction identification design		
OBI_0002593	study design	molecular interaction identification design		
OBI_0002594	study design	molecular interaction identification design		
OBI_0002595	study design	molecular interaction identification design		
OBI_0002596	study design	molecular interaction identification design		
OBI_0002614	study design			
OBI_0002615	study design			
OBI_0002623	assay	sequencing assay	DNA sequencing assay	
OBI_0002624	study design			
OBI_0002629	assay	sequencing assay	RNA sequencing assay	
OBI_0002631	assay	sequencing assay	RNA sequencing assay	
OBI_0002674	study design			
OBI_0002753	assay	sequencing assay	RNA sequencing assay	
OBI_0002759	assay	sequencing assay	RNA sequencing assay	
OBI_0002760	assay	sequencing assay	RNA sequencing assay	
OBI_0002768	assay	sequencing assay	DNA sequencing assay	
OBI_0002945	study design			
OBI_0002961	assay	epigenetic modification assay		
OBI_0002965	assay	transcription profiling assay		
OBI_0003033	assay	sequencing assay	DNA sequencing assay	
OBI_0003034	assay	sequencing assay	DNA sequencing assay	
OBI_0300310	study design	intervention design		
OBI_0300311	study design			
OBI_0500002	study design	intervention design		
OBI_0500003	study design	intervention design		
OBI_0500004	study design	intervention design		
OBI_0500005	study design			
OBI_0500006	study design			
OBI_0500007	study design	intervention design		
OBI_0500008	study design	factorial design		
OBI_0500009	study design			
OBI_0500010	study design			
OBI_0500011	study design	intervention design		
OBI_0500012	study design	intervention design		
OBI_0500013	study design	intervention design		
OBI_0500014	study design	factorial design		
OBI_0500015	study design	factorial design		
OBI_0500016	study design	factorial design		
OBI_0500017	study design			
OBI_0500018	study design			
OBI_0500019	study design			
OBI_0500020	study design			
OBI_2100402	assay	sequencing assay	DNA sequencing assay	
UBERON_0002802	biomaterial characteristic	specimen type	tissue	
UBERON_0002803	biomaterial characteristic	specimen type	tissue	
UBERON_0002806	biomaterial characteristic	specimen type	tissue	
UBERON_0002807	biomaterial characteristic	specimen type	tissue	
EFO_0004744	biomaterial characteristic	clinical history	diagnostic factor	AD biomarker
EFO_0004749	biomaterial characteristic	clinical history	diagnostic factor	AD biomarker
EFO_0004751	biomaterial characteristic	clinical history	diagnostic factor	AD biomarker
EFO_0004814	biomaterial characteristic	clinical history	diagnostic factor	AD biomarker
EFO_0004830	biomaterial characteristic	clinical history	diagnostic factor	AD biomarker
EFO_0004840	biomaterial characteristic	clinical history	diagnostic factor	AD biomarker
EFO_0005659	biomaterial characteristic	clinical history	diagnostic factor	AD biomarker
EFO_0005660	biomaterial characteristic	clinical history	diagnostic factor	AD biomarker
EFO_0006793	biomaterial characteristic	clinical history	diagnostic factor	AD biomarker
EFO_0006798	biomaterial characteristic	clinical history	diagnostic factor	AD biomarker
EFO_0007646	biomaterial characteristic	clinical history	diagnostic factor	AD biomarker
EFO_0007656	biomaterial characteristic	clinical history	diagnostic factor	AD biomarker
EFO_0007657	biomaterial characteristic	clinical history	diagnostic factor	AD biomarker
EFO_0007707	biomaterial characteristic	clinical history	diagnostic factor	AD biomarker
EFO_0007708	biomaterial characteristic	clinical history	diagnostic factor	AD biomarker
EFO_0007709	biomaterial characteristic	clinical history	diagnostic factor	AD biomarker
EFO_0007739	biomaterial characteristic	clinical history	diagnostic factor	AD biomarker
EFO_0008466	biomaterial characteristic	clinical history	diagnostic factor	AD biomarker
EFO_0009178	biomaterial characteristic	clinical history	diagnostic factor	AD biomarker
EFO_0009179	biomaterial characteristic	clinical history	diagnostic factor	AD biomarker
EFO_0009367	biomaterial characteristic	clinical history	diagnostic factor	AD biomarker
EFO_0009392	biomaterial characteristic	clinical history	diagnostic factor	AD biomarker
EFO_0010151	biomaterial characteristic	clinical history	diagnostic factor	AD biomarker
EFO_0010588	biomaterial characteristic	clinical history	diagnostic factor	AD biomarker
EFO_0010589	biomaterial characteristic	clinical history	diagnostic factor	AD biomarker
EFO_0010590	biomaterial characteristic	clinical history	diagnostic factor	AD biomarker
EFO_0010591	biomaterial characteristic	clinical history	diagnostic factor	AD biomarker
EFO_0010699	biomaterial characteristic	clinical history	diagnostic factor	AD biomarker
EFO_0010750	biomaterial characteristic	clinical history	diagnostic factor	AD biomarker
